uvrstitev,startna_st,name,state,velocity_1,distance_1,SLO_1,GER_1,AUT_1,POL_1,JPN_1,NOR_1,FIN_1,CAN_1,KAZ_1,ITA_1,FRA_1,RUS_1,CZE_1,SUI_1,ROU_1,USA_1,KOR_1,SWE_1,gate_1,tocke_1,mesto_1,velocity_2,distance_2,SLO_2,GER_2,AUT_2,POL_2,JPN_2,NOR_2,FIN_2,CAN_2,KAZ_2,ITA_2,FRA_2,RUS_2,CZE_2,SUI_2,ROU_2,USA_2,KOR_2,SWE_2,gate_2,tocke_2,mesto_2,tocke,hill_size,k_point 
11.,65,BARDAL Anders,NOR,95.3,132.0,18.5,18.0,,,,,19.0,,,,18.5,,,18.5,,,,,18,130.9,10.,94.6,126.5,18.0,18.0,,,,,17.5,,,,17.5,,,17.5,,,,,16,123.4,18.,254.3,137,125
12.,60,HVALA Jaka,SLO,95.3,124.5,18.0,18.0,,,,,17.0,,,,18.0,,,17.5,,,,,18,121.6,22.,94.8,133.0,18.5,18.5,,,,,18.5,,,,19.0,,,19.0,,,,,17,131.8,4.,253.4,137,125
13.,36,KOT Maciej,POL,95.2,131.5,18.5,18.5,,,,,18.0,,,,18.5,,,18.5,,,,,18,131.7,8.,94.3,123.5,17.5,17.5,,,,,17.5,,,,17.5,,,17.5,,,,,16,120.9,21.,252.6,137,125
14.,50,STOCH Kamil,POL,94.6,131.0,18.0,18.0,,,,,18.0,,,,18.5,,,19.0,,,,,18,132.8,7.,94.0,123.5,17.5,18.0,,,,,17.5,,,,17.5,,,17.5,,,,,16,119.5,22.,252.3,137,125
15.,34,HAYBOECK Michael,AUT,95.7,127.0,17.5,18.0,,,,,18.0,,,,18.0,,,18.0,,,,,18,124.0,17.,95.1,131.5,18.0,18.5,,,,,18.5,,,,18.5,,,18.5,,,,,17,127.7,9.,251.7,137,125
16.,30,ASIKAINEN Lauri,FIN,95.1,129.5,18.0,17.5,,,,,18.0,,,,18.0,,,18.0,,,,,18,127.0,14.,94.7,129.0,18.0,17.5,,,,,18.5,,,,18.0,,,18.0,,,,,17,123.7,17.,250.7,137,125
17.,41,KUBACKI Dawid,POL,95.4,128.0,17.5,18.0,,,,,18.0,,,,18.0,,,17.5,,,,,18,125.5,15.,95.0,130.0,18.0,18.0,,,,,18.5,,,,18.0,,,18.0,,,,,17,124.9,16.,250.4,137,125
18.,52,FETTNER Manuel,AUT,95.5,126.5,17.5,17.0,,,,,17.5,,,,17.5,,,17.5,,,,,18,123.2,18.,94.9,129.5,18.0,18.5,,,,,18.5,,,,18.5,,,18.5,,,,,17,127.1,11.,250.3,137,125
19.,47,TEPES Jurij,SLO,95.2,130.0,18.5,18.5,,,,,18.0,,,,18.0,,,18.5,,,,,18,131.2,9.,94.7,123.0,17.5,17.5,,,,,18.0,,,,17.5,,,18.0,,,,,16,118.2,25.,249.4,137,125
20.,48,WANK Andreas,GER,95.6,124.0,17.5,18.0,,,,,18.5,,,,18.0,,,18.0,,,,,18,120.0,27.,95.5,130.5,18.5,18.5,,,,,18.0,,,,18.5,,,18.5,,,,,17,126.6,12.,246.6,137,125
21.,49,VASSILIEV Dimitry,RUS,95.4,126.5,15.5,16.0,,,,,17.0,,,,16.5,,,17.0,,,,,18,120.1,26.,95.3,132.5,17.5,17.0,,,,,17.5,,,,17.5,,,17.5,,,,,17,125.8,15.,245.9,137,125
22.,40,HLAVA Lukas,CZE,95.4,124.0,17.0,17.5,,,,,17.0,,,,17.0,,,17.5,,,,,18,119.2,30.,95.3,128.0,18.0,17.5,,,,,17.5,,,,18.0,,,17.5,,,,,17,122.9,19.,242.1,137,125
23.,45,VELTA Rune,NOR,95.1,123.5,17.5,17.5,,,,,17.0,,,,17.5,,,18.0,,,,,18,119.4,29.,95.0,127.5,17.5,18.0,,,,,18.0,,,,18.0,,,18.0,,,,,17,122.2,20.,241.6,137,125
24.,53,KASAI Noriaki,JPN,95.4,124.5,18.0,18.0,,,,,18.0,,,,18.0,,,17.5,,,,,18,120.4,24.,94.5,130.0,17.5,17.5,,,,,18.5,,,,18.0,,,18.0,,,,,17,119.2,24.,239.6,137,125
25.,58,JACOBSEN Anders,NOR,95.3,125.5,18.0,17.5,,,,,17.5,,,,17.5,,,18.0,,,,,18,119.7,28.,95.3,126.5,18.0,17.5,,,,,18.0,,,,18.0,,,18.0,,,,,17,119.5,22.,239.2,137,125
26.,61,AMMANN Simon,SUI,95.1,126.5,17.5,18.0,,,,,18.0,,,,17.5,,,18.0,,,,,18,122.2,21.,94.4,123.5,17.5,18.0,,,,,17.0,,,,17.5,,,18.0,,,,,17,115.8,26.,238.0,137,125
27.,56,TAKEUCHI Taku,JPN,95.2,127.5,18.0,18.0,,,,,18.5,,,,18.5,,,18.5,,,,,18,122.8,20.,94.4,124.0,17.5,17.5,,,,,18.0,,,,17.5,,,17.5,,,,,17,114.3,28.,237.1,137,125
28.,46,SHIMIZU Reruhi,JPN,95.2,124.0,17.5,18.0,,,,,17.5,,,,18.0,,,18.5,,,,,18,120.2,25.,94.7,125.5,18.0,18.5,,,,,18.5,,,,18.0,,,18.5,,,,,17,114.6,27.,234.8,137,125
29.,32,WATASE Yuta,JPN,95.0,126.5,18.0,17.5,,,,,17.5,,,,18.5,,,17.5,,,,,18,121.1,23.,94.0,126.0,18.0,18.0,,,,,18.0,,,,17.5,,,18.5,,,,,17,113.5,29.,234.6,137,125
30.,64,MORGENSTERN Thomas,AUT,95.1,127.0,18.0,18.0,,,,,18.0,,,,18.0,,,18.0,,,,,18,123.0,19.,94.5,120.0,17.5,18.0,,,,,17.5,,,,17.5,,,18.0,,,,,17,108.5,31.,231.5,137,125
31.,31,MIETUS Krzysztof,POL,94.9,126.0,17.5,18.0,,,,,18.0,,,,18.0,,,17.5,,,,,18,119.2,30.,94.6,122.5,17.5,18.0,,,,,17.5,,,,17.5,,,17.5,,,,,17,111.1,30.,230.3,137,125
1.,50,JACOBSEN Anders,NOR,94.5,138.0,,18.5,18.5,,,,18.5,,,,18.5,,,,,18.5,,,21,149.6,1.,92.1,139.0,,19.0,19.0,,,,18.5,,,,19.5,,,,,19.0,,,16,159.0,1.,308.6,137,120
2.,1,SCHLIERENZAUER Gregor,AUT,94.3,134.5,,18.5,19.0,,,,18.5,,,,18.0,,,,,17.5,,,20,144.4,2.,92.4,138.5,,19.5,19.0,,,,19.0,,,,19.0,,,,,18.5,,,17,152.6,2.,297.0,137,120
3.,6,FREUND Severin,GER,94.2,138.5,,19.0,19.0,,,,19.0,,,,19.0,,,,,19.0,,,21,143.8,3.,92.2,135.5,,19.0,19.0,,,,18.5,,,,18.5,,,,,18.0,,,17,147.0,3.,290.8,137,120
4.,5,VASSILIEV Dimitry,RUS,94.3,137.5,,18.0,17.0,,,,17.5,,,,18.5,,,,,17.5,,,21,138.9,7.,93.9,138.5,,16.0,15.5,,,,14.5,,,,16.0,,,,,16.0,,,20,143.7,4.,282.6,137,120
5.,8,HILDE Tom,NOR,94.2,135.5,,18.5,19.0,,,,18.5,,,,18.0,,,,,17.5,,,21,141.1,4.,92.7,138.5,,17.0,16.5,,,,16.5,,,,16.0,,,,,17.0,,,18,140.2,7.,281.3,137,120
6.,7,AMMANN Simon,SUI,94.2,133.5,,18.5,17.5,,,,18.5,,,,18.0,,,,,18.5,,,21,139.2,6.,93.6,139.0,,17.0,17.5,,,,18.5,,,,19.0,,,,,17.0,,,20,141.1,5.,280.3,137,120
7.,21,FETTNER Manuel,AUT,94.2,136.5,,17.5,16.5,,,,17.5,,,,17.0,,,,,17.5,,,21,138.5,8.,94.1,131.0,,18.0,19.0,,,,18.5,,,,18.5,,,,,18.5,,,20,140.2,7.,278.7,137,120
8.,12,NEUMAYER Michael,GER,94.5,136.5,,16.5,16.0,,,,15.5,,,,17.0,,,,,16.0,,,21,134.3,12.,94.1,134.5,,18.0,16.0,,,,17.0,,,,17.5,,,,,18.0,,,20,140.3,6.,274.6,137,120
9.,43,VELTA Rune,NOR,94.1,132.5,,17.0,17.0,,,,17.5,,,,17.5,,,,,16.5,,,21,133.5,13.,93.9,134.5,,18.5,17.5,,,,18.0,,,,17.5,,,,,18.0,,,21,139.3,9.,272.8,137,120
10.,30,WELLINGER Andreas,GER,94.6,131.0,,17.5,16.5,,,,17.5,,,,17.5,,,,,16.5,,,21,137.1,9.,94.2,127.0,,17.5,17.5,,,,17.5,,,,17.0,,,,,17.0,,,20,135.3,11.,272.4,137,120
11.,13,BARDAL Anders,NOR,94.6,136.0,,17.5,16.5,,,,17.0,,,,18.0,,,,,17.0,,,21,137.0,10.,94.3,125.5,,17.5,17.5,,,,17.5,,,,17.5,,,,,17.5,,,20,129.9,16.,266.9,137,120
12.,35,HVALA Jaka,SLO,93.9,127.0,,18.0,17.5,,,,17.5,,,,18.0,,,,,16.5,,,21,129.4,22.,93.6,132.5,,18.0,18.0,,,,18.0,,,,18.0,,,,,18.0,,,21,137.3,10.,266.7,137,120
13.,16,STOCH Kamil,POL,93.7,132.5,,18.5,18.0,,,,18.0,,,,18.0,,,,,17.5,,,21,140.6,5.,92.6,125.0,,17.0,17.5,,,,18.0,,,,17.0,,,,,17.0,,,19,123.7,24.,264.3,137,120
14.,3,LOITZL Wolfgang,AUT,94.9,130.5,,18.0,18.0,,,,18.5,,,,18.0,,,,,17.5,,,21,133.5,13.,94.5,130.5,,18.0,18.0,,,,18.0,,,,18.5,,,,,17.5,,,21,130.7,15.,264.2,137,120
15.,4,FREITAG Richard,GER,93.7,126.5,,17.5,17.0,,,,18.5,,,,18.0,,,,,17.5,,,21,129.5,20.,93.8,129.0,,18.5,18.0,,,,18.5,,,,18.0,,,,,18.5,,,21,134.6,12.,264.1,137,120
16.,22,SCHMITT Martin,GER,94.3,125.0,,17.5,17.5,,,,18.0,,,,17.5,,,,,17.5,,,21,129.7,19.,93.7,130.5,,18.0,18.5,,,,18.5,,,,18.5,,,,,18.5,,,21,133.9,13.,263.6,137,120
17.,39,TAKEUCHI Taku,JPN,94.4,134.0,,17.5,17.0,,,,17.5,,,,18.0,,,,,17.0,,,21,131.3,17.,93.9,130.0,,17.5,17.5,,,,17.5,,,,18.0,,,,,17.5,,,21,129.2,17.,260.5,137,120
18.,9,PREVC Peter,SLO,94.6,127.5,,17.5,17.5,,,,18.0,,,,17.0,,,,,16.5,,,21,132.0,16.,94.0,128.5,,18.0,18.0,,,,17.5,,,,17.0,,,,,17.5,,,21,127.8,19.,259.8,137,120
19.,38,QUECK Danny,GER,94.3,126.0,,18.0,18.0,,,,18.0,,,,18.0,,,,,17.0,,,21,127.4,24.,94.5,128.5,,18.0,18.0,,,,18.5,,,,18.0,,,,,17.5,,,21,132.3,14.,259.7,137,120
20.,40,ROSLIAKOV Ilja,RUS,94.3,127.5,,18.0,17.0,,,,18.0,,,,18.0,,,,,17.0,,,21,130.7,18.,94.1,128.0,,18.0,18.0,,,,18.5,,,,17.5,,,,,18.0,,,21,126.5,22.,257.2,137,120
21.,18,HULA Stefan,POL,93.6,128.5,,17.5,18.0,,,,18.0,,,,17.5,,,,,17.0,,,21,126.8,27.,93.7,126.0,,17.0,17.5,,,,17.5,,,,17.5,,,,,17.5,,,21,129.0,18.,255.8,137,120
22.,28,FANNEMEL Anders,NOR,93.7,127.5,,17.5,17.5,,,,18.0,,,,17.0,,,,,17.0,,,21,127.1,26.,94.0,125.5,,17.5,15.5,,,,17.0,,,,17.0,,,,,16.0,,,21,126.6,21.,253.7,137,120
23.,14,KORNILOV Denis,RUS,94.4,124.5,,17.5,17.5,,,,17.5,,,,17.5,,,,,17.0,,,21,128.9,23.,94.3,126.0,,17.5,16.5,,,,17.5,,,,17.5,,,,,17.0,,,21,123.6,25.,252.5,137,120
24.,24,MECHLER Maximilian,GER,94.2,126.5,,18.0,17.5,,,,18.0,,,,17.5,,,,,17.5,,,21,124.9,28.,94.5,123.5,,17.5,17.0,,,,17.5,,,,17.0,,,,,17.0,,,21,126.8,20.,251.7,137,120
25.,41,DESCHWANDEN Gregor,SUI,94.5,130.0,,17.5,16.0,,,,17.5,,,,17.0,,,,,17.0,,,21,132.1,15.,93.7,124.0,,17.0,17.0,,,,17.0,,,,16.5,,,,,16.5,,,21,119.4,27.,251.5,137,120
26.,15,KUBACKI Dawid,POL,94.0,127.0,,18.0,17.5,,,,18.0,,,,17.5,,,,,17.5,,,21,127.3,25.,94.1,124.5,,17.5,15.5,,,,17.5,,,,16.5,,,,,17.0,,,21,120.9,26.,248.2,137,120
27.,19,HLAVA Lukas,CZE,94.7,117.5,,17.0,17.0,,,,17.0,,,,16.5,,,,,16.5,,,21,120.9,29.,94.8,122.5,,17.0,17.0,,,,17.0,,,,17.0,,,,,17.5,,,21,126.3,23.,247.2,137,120
28.,34,MURANKA Klemens,POL,94.2,129.5,,18.0,17.5,,,,17.5,,,,17.0,,,,,17.5,,,21,129.5,20.,94.0,118.5,,17.0,16.5,,,,17.5,,,,16.5,,,,,17.0,,,21,113.1,29.,242.6,137,120
29.,25,KOUDELKA Roman,CZE,94.3,116.0,,16.5,16.5,,,,17.0,,,,16.5,,,,,17.0,,,21,114.9,30.,94.6,116.0,,16.5,16.5,,,,16.5,,,,16.5,,,,,18.0,,,21,113.3,28.,228.2,137,120
1.,2,JACOBSEN Anders,NOR,93.3,131.0,,17.5,17.5,,,,17.5,,,,18.0,,,,,17.0,,,24,128.4,9.,93.9,143.0,,19.5,19.0,,,,19.5,,,,19.5,,,,,19.0,,,26,149.3,1.,277.7,140,125
2.,1,SCHLIERENZAUER Gregor,AUT,93.7,134.0,,18.5,19.0,,,,19.0,,,,18.5,,,,,18.0,,,25,137.1,1.,93.9,136.5,,19.0,18.5,,,,19.0,,,,18.5,,,,,18.5,,,26,139.7,2.,276.8,140,125
3.,4,BARDAL Anders,NOR,94.1,136.5,,19.0,19.0,,,,19.0,,,,19.0,,,,,19.0,,,26,131.8,5.,94.2,135.5,,19.0,18.5,,,,18.5,,,,18.5,,,,,18.5,,,26,135.4,3.,267.2,140,125
4.,50,HILDE Tom,NOR,93.6,133.5,,18.5,18.0,,,,18.5,,,,17.0,,,,,18.0,,,25,134.3,2.,93.9,138.0,,18.0,16.5,,,,16.5,,,,16.5,,,,,16.5,,,26,132.1,6.,266.4,140,125
5.,24,KOT Maciej,POL,93.5,134.5,,18.0,17.5,,,,18.0,,,,17.5,,,,,18.0,,,26,131.4,6.,93.7,135.0,,18.0,18.5,,,,18.5,,,,18.5,,,,,18.0,,,26,134.3,5.,265.7,140,125
6.,5,STOCH Kamil,POL,93.5,142.0,,16.0,16.5,,,,16.0,,,,15.5,,,,,16.5,,,26,134.3,2.,93.5,131.5,,18.0,18.0,,,,17.5,,,,18.0,,,,,17.5,,,26,127.5,11.,261.8,140,125
6.,6,VASSILIEV Dimitry,RUS,93.8,132.5,,16.5,15.5,,,,15.5,,,,15.0,,,,,15.5,,,25,126.9,11.,93.3,132.0,,17.5,17.0,,,,17.0,,,,17.0,,,,,17.5,,,24,134.9,4.,261.8,140,125
8.,3,HVALA Jaka,SLO,93.6,136.0,,18.5,18.0,,,,18.5,,,,18.0,,,,,18.5,,,26,132.9,4.,93.4,130.0,,17.0,17.5,,,,18.0,,,,18.0,,,,,17.5,,,26,121.3,22.,254.2,140,125
9.,16,WELLINGER Andreas,GER,94.1,133.0,,17.0,17.0,,,,17.0,,,,16.5,,,,,16.0,,,26,124.4,18.,94.2,131.5,,18.0,17.5,,,,18.0,,,,17.5,,,,,17.5,,,26,128.6,9.,253.0,140,125
10.,19,PREVC Peter,SLO,93.9,131.5,,17.5,18.0,,,,18.0,,,,17.5,,,,,17.5,,,26,126.8,12.,93.6,131.0,,18.0,18.0,,,,17.5,,,,18.0,,,,,17.5,,,26,125.8,17.,252.6,140,125
11.,8,WANK Andreas,GER,94.0,128.0,,17.5,18.0,,,,17.5,,,,18.0,,,,,17.5,,,26,125.0,15.,94.0,132.0,,17.5,18.0,,,,17.5,,,,18.0,,,,,18.5,,,26,127.5,11.,252.5,140,125
11.,15,MORGENSTERN Thomas,AUT,93.9,133.0,,18.0,18.0,,,,18.0,,,,17.5,,,,,18.0,,,26,125.4,14.,94.0,133.0,,19.0,18.5,,,,18.5,,,,19.0,,,,,18.5,,,26,127.1,14.,252.5,140,125
13.,11,KRANJEC Robert,SLO,93.6,130.5,,18.0,18.0,,,,18.0,,,,17.5,,,,,18.0,,,26,125.5,13.,93.7,132.0,,18.5,18.0,,,,18.5,,,,18.0,,,,,18.0,,,26,126.8,16.,252.3,140,125
14.,20,SCHMITT Martin,GER,94.1,131.0,,18.5,18.0,,,,18.5,,,,18.5,,,,,18.5,,,26,130.5,7.,93.9,129.0,,17.5,17.5,,,,17.0,,,,18.0,,,,,17.0,,,26,121.5,21.,252.0,140,125
15.,26,FREUND Severin,GER,94.0,129.5,,18.0,17.5,,,,18.5,,,,18.5,,,,,17.5,,,26,123.1,20.,94.1,130.5,,18.0,18.0,,,,18.5,,,,18.0,,,,,18.0,,,26,128.8,8.,251.9,140,125
16.,31,MATURA Jan,CZE,93.4,132.0,,18.5,18.0,,,,18.5,,,,18.0,,,,,18.0,,,26,129.5,8.,93.4,129.0,,17.5,18.5,,,,18.5,,,,17.5,,,,,18.0,,,26,122.2,20.,251.7,140,125
17.,10,ZOGRAFSKI Vladimir,BUL,92.6,127.0,,17.5,17.5,,,,17.5,,,,17.5,,,,,17.5,,,26,120.1,23.,92.8,134.0,,18.5,18.5,,,,19.0,,,,18.5,,,,,18.5,,,26,131.1,7.,251.2,140,125
18.,33,KOUDELKA Roman,CZE,94.1,130.0,,17.5,18.0,,,,17.5,,,,17.5,,,,,17.5,,,26,123.2,19.,94.1,130.0,,18.0,18.5,,,,18.5,,,,18.5,,,,,18.5,,,26,127.6,10.,250.8,140,125
19.,49,KOFLER Andreas,AUT,93.9,130.5,,18.0,18.0,,,,17.5,,,,18.0,,,,,17.5,,,26,122.7,22.,94.0,132.0,,18.0,18.0,,,,18.0,,,,18.0,,,,,17.5,,,26,126.9,15.,249.6,140,125
20.,18,FANNEMEL Anders,NOR,93.7,132.0,,17.5,18.5,,,,17.0,,,,17.5,,,,,17.5,,,26,127.1,10.,93.5,129.0,,17.5,17.5,,,,17.0,,,,17.5,,,,,17.5,,,26,120.6,23.,247.7,140,125
21.,7,NEUMAYER Michael,GER,94.2,127.5,,17.5,17.5,,,,16.5,,,,17.0,,,,,17.5,,,26,118.9,25.,94.5,132.0,,17.5,17.5,,,,17.0,,,,17.0,,,,,18.0,,,26,127.2,13.,246.1,140,125
22.,38,MECHLER Maximilian,GER,93.9,125.5,,17.0,17.0,,,,17.0,,,,17.0,,,,,15.5,,,26,119.5,24.,94.0,132.0,,18.0,18.0,,,,18.5,,,,18.0,,,,,18.0,,,26,125.6,18.,245.1,140,125
23.,23,QUECK Danny,GER,94.4,129.5,,18.0,17.5,,,,18.0,,,,17.5,,,,,18.0,,,26,122.9,21.,94.4,126.0,,17.5,17.5,,,,17.5,,,,17.0,,,,,17.0,,,26,119.9,24.,242.8,140,125
24.,28,FETTNER Manuel,AUT,93.9,131.5,,17.5,17.5,,,,18.0,,,,18.0,,,,,18.0,,,26,125.0,15.,94.0,125.0,,16.5,17.5,,,,17.0,,,,17.0,,,,,16.5,,,26,116.4,27.,241.4,140,125
25.,17,FREITAG Richard,GER,93.9,127.5,,17.5,17.5,,,,18.0,,,,17.0,,,,,17.5,,,26,118.3,26.,93.8,129.5,,16.5,17.5,,,,18.5,,,,17.5,,,,,17.5,,,26,122.9,19.,241.2,140,125
26.,40,VELTA Rune,NOR,93.2,128.5,,18.5,17.5,,,,18.0,,,,17.5,,,,,17.5,,,25,125.0,15.,93.5,126.0,,17.0,17.5,,,,17.5,,,,17.5,,,,,17.0,,,26,115.4,28.,240.4,140,125
27.,21,ASIKAINEN Lauri,FIN,93.4,127.0,,17.5,17.5,,,,17.5,,,,17.0,,,,,17.0,,,26,117.1,27.,93.3,127.5,,17.0,17.5,,,,17.5,,,,17.5,,,,,17.0,,,26,119.3,25.,236.4,140,125
28.,22,KUBACKI Dawid,POL,93.8,126.5,,16.5,17.0,,,,17.0,,,,17.0,,,,,17.0,,,26,115.1,29.,93.9,126.5,,16.0,17.0,,,,16.5,,,,16.5,,,,,17.5,,,26,118.0,26.,233.1,140,125
29.,42,PUNGERTAR Matjaz,SLO,94.1,125.0,,16.5,17.0,,,,16.5,,,,17.0,,,,,16.5,,,26,113.9,30.,94.2,125.0,,16.5,17.5,,,,16.5,,,,17.5,,,,,17.0,,,26,113.2,29.,227.1,140,125
30.,37,ZYLA Piotr,POL,93.4,128.0,,17.5,17.5,,,,16.5,,,,17.0,,,,,16.5,,,26,115.6,28.,93.6,122.0,,16.5,17.0,,,,16.5,,,,17.0,,,,,17.0,,,26,107.1,30.,222.7,140,125
1.,1,SCHLIERENZAUER Gregor,AUT,89.7,131.5,19.5,19.5,19.0,19.5,,19.0,,,,,,,,,,,,,12,130.3,1.,90.1,123.0,18.5,19.0,19.0,18.5,,19.0,,,,,,,,,,,,,13,123.4,1.,253.7,130,120
2.,50,STOCH Kamil,POL,90.2,124.5,18.5,18.5,18.5,18.5,,18.0,,,,,,,,,,,,,13,119.6,4.,89.8,123.0,18.5,17.5,17.5,18.0,,17.5,,,,,,,,,,,,,13,121.3,2.,240.9,130,120
3.,10,BARDAL Anders,NOR,90.6,125.0,18.5,19.0,19.0,19.0,,19.0,,,,,,,,,,,,,13,120.6,2.,90.4,120.0,17.5,17.5,17.5,17.5,,18.0,,,,,,,,,,,,,13,114.8,8.,235.4,130,120
4.,21,FREUND Severin,GER,90.8,125.0,19.0,19.0,18.5,18.5,,19.0,,,,,,,,,,,,,13,117.7,5.,90.5,120.5,18.0,18.0,18.0,18.0,,18.5,,,,,,,,,,,,,13,116.7,6.,234.4,130,120
5.,6,PREVC Peter,SLO,90.3,124.0,18.5,18.5,18.5,18.5,,18.5,,,,,,,,,,,,,13,117.0,7.,90.3,121.5,18.5,18.0,18.0,18.0,,18.0,,,,,,,,,,,,,13,115.3,7.,232.3,130,120
6.,8,HILDE Tom,NOR,90.1,121.5,18.0,18.0,18.0,18.0,,18.0,,,,,,,,,,,,,13,113.1,15.,90.0,123.0,18.5,18.0,17.5,18.0,,18.0,,,,,,,,,,,,,13,117.5,4.,230.6,130,120
7.,2,JACOBSEN Anders,NOR,90.4,127.0,18.0,18.0,18.0,17.0,,16.5,,,,,,,,,,,,,13,120.2,3.,90.0,117.5,17.5,18.0,17.5,17.5,,18.5,,,,,,,,,,,,,13,110.3,16.,230.5,130,120
8.,28,HLAVA Lukas,CZE,90.2,120.0,17.5,17.5,17.5,17.5,,17.5,,,,,,,,,,,,,12,110.6,22.,90.5,122.5,18.0,18.0,18.0,18.0,,18.0,,,,,,,,,,,,,13,117.3,5.,227.9,130,120
9.,4,KOT Maciej,POL,90.5,121.5,18.5,18.0,17.5,18.0,,18.0,,,,,,,,,,,,,13,116.0,8.,89.9,119.0,18.0,17.5,17.5,18.0,,18.0,,,,,,,,,,,,,13,110.7,15.,226.7,130,120
10.,25,KOCH Martin,AUT,90.1,121.5,18.0,18.0,18.0,18.0,,17.0,,,,,,,,,,,,,12,112.9,16.,90.7,121.5,17.5,18.0,18.0,17.5,,17.0,,,,,,,,,,,,,13,113.7,12.,226.6,130,120
11.,7,FREITAG Richard,GER,90.4,122.5,18.0,18.5,18.0,18.0,,18.0,,,,,,,,,,,,,13,113.2,13.,90.2,120.0,17.5,18.0,17.5,18.0,,18.0,,,,,,,,,,,,,13,113.0,13.,226.2,130,120
12.,38,SCHMITT Martin,GER,90.0,122.0,18.0,18.5,17.5,18.0,,18.0,,,,,,,,,,,,,13,111.0,21.,90.1,121.0,18.0,18.0,18.0,17.5,,18.0,,,,,,,,,,,,,13,114.4,10.,225.4,130,120
13.,16,NEUMAYER Michael,GER,90.0,124.5,16.5,17.5,17.0,16.5,,15.5,,,,,,,,,,,,,12,110.0,24.,90.3,124.0,17.0,17.0,16.5,16.5,,15.0,,,,,,,,,,,,,13,114.5,9.,224.5,130,120
14.,24,KRANJEC Robert,SLO,89.8,122.5,18.0,18.0,18.0,18.0,,18.0,,,,,,,,,,,,,12,115.1,9.,89.9,118.5,18.0,18.0,18.0,17.5,,17.5,,,,,,,,,,,,,13,108.9,21.,224.0,130,120
15.,18,HAYBOECK Michael,AUT,90.9,122.0,17.5,18.5,18.0,18.5,,18.5,,,,,,,,,,,,,13,112.6,17.,90.7,120.0,17.5,17.0,17.5,16.5,,16.5,,,,,,,,,,,,,13,109.6,19.,222.2,130,120
16.,13,ZOGRAFSKI Vladimir,BUL,89.5,122.5,18.0,18.0,18.0,18.0,,18.0,,,,,,,,,,,,,13,112.4,18.,89.6,119.0,17.5,17.5,18.0,17.5,,18.0,,,,,,,,,,,,,13,108.9,21.,221.3,130,120
17.,27,FETTNER Manuel,AUT,89.7,122.0,18.0,18.5,18.0,18.0,,18.0,,,,,,,,,,,,,12,113.2,13.,90.1,118.5,17.5,17.5,17.0,17.0,,18.0,,,,,,,,,,,,,13,107.9,23.,221.1,130,120
18.,11,MORGENSTERN Thomas,AUT,90.3,122.0,18.0,18.0,18.5,18.5,,19.0,,,,,,,,,,,,,13,114.5,10.,89.8,116.5,17.5,17.5,17.5,17.5,,18.0,,,,,,,,,,,,,13,106.3,26.,220.8,130,120
19.,15,LOITZL Wolfgang,AUT,90.8,122.0,18.0,18.5,18.0,18.5,,18.5,,,,,,,,,,,,,13,114.1,11.,90.7,116.5,17.5,17.5,17.5,17.5,,17.5,,,,,,,,,,,,,13,106.5,25.,220.6,130,120
20.,12,MATURA Jan,CZE,90.2,117.5,17.5,18.0,17.5,17.5,,17.0,,,,,,,,,,,,,13,106.4,27.,89.9,121.0,18.0,18.0,18.0,18.0,,17.5,,,,,,,,,,,,,13,114.0,11.,220.4,130,120
21.,40,WELLINGER Andreas,GER,90.4,120.0,17.5,18.0,17.5,17.5,,17.0,,,,,,,,,,,,,13,110.2,23.,90.0,120.5,17.0,17.5,17.5,17.5,,16.5,,,,,,,,,,,,,13,109.9,17.,220.1,130,120
22.,32,ZYLA Piotr,POL,90.1,125.0,18.5,18.0,18.0,18.0,,17.5,,,,,,,,,,,,,13,111.2,20.,90.0,117.5,17.5,17.5,17.0,17.5,,16.5,,,,,,,,,,,,,13,107.9,23.,219.1,130,120
23.,22,KRAFT Stefan,AUT,90.6,113.5,17.5,17.5,17.5,17.5,,18.0,,,,,,,,,,,,,13,99.5,30.,90.0,125.0,18.5,18.0,18.5,18.0,,18.0,,,,,,,,,,,,,13,119.4,3.,218.9,130,120
24.,31,KOFLER Andreas,AUT,90.3,128.5,18.5,18.5,18.5,18.5,,18.0,,,,,,,,,,,,,13,117.1,6.,90.0,112.5,17.0,17.5,17.5,17.0,,18.0,,,,,,,,,,,,,13,100.0,29.,217.1,130,120
25.,9,AMMANN Simon,SUI,89.9,117.5,17.0,17.0,17.0,17.5,,17.0,,,,,,,,,,,,,13,103.3,29.,89.9,121.5,18.0,17.5,17.5,17.5,,17.0,,,,,,,,,,,,,13,112.8,14.,216.1,130,120
26.,14,VELTA Rune,NOR,90.1,119.0,17.5,18.0,18.0,18.0,,18.5,,,,,,,,,,,,,13,106.5,26.,89.9,119.0,18.0,18.0,17.5,18.0,,18.0,,,,,,,,,,,,,13,109.2,20.,215.7,130,120
27.,5,MIETUS Krzysztof,POL,90.0,117.5,17.5,17.5,17.5,17.5,,18.0,,,,,,,,,,,,,13,105.3,28.,89.5,118.0,18.0,17.5,18.0,17.5,,18.0,,,,,,,,,,,,,13,109.9,17.,215.2,130,120
