uvrstitev,startna_st,name,state,velocity_1,distance_1,SLO_1,GER_1,AUT_1,POL_1,JPN_1,NOR_1,FIN_1,CAN_1,KAZ_1,ITA_1,FRA_1,RUS_1,CZE_1,SUI_1,ROU_1,USA_1,KOR_1,SWE_1,gate_1,tocke_1,mesto_1,velocity_2,distance_2,SLO_2,GER_2,AUT_2,POL_2,JPN_2,NOR_2,FIN_2,CAN_2,KAZ_2,ITA_2,FRA_2,RUS_2,CZE_2,SUI_2,ROU_2,USA_2,KOR_2,SWE_2,gate_2,tocke_2,mesto_2,tocke,hill_size,k_point 
28.,19,TAKEUCHI Taku,JPN,90.6,122.0,18.0,18.0,18.0,18.0,,18.5,,,,,,,,,,,,,13,111.3,19.,90.1,115.0,17.0,17.5,17.5,17.0,,18.0,,,,,,,,,,,,,13,101.6,27.,212.9,130,120
29.,17,KORNILOV Denis,RUS,90.4,121.5,18.0,18.5,18.0,18.0,,18.5,,,,,,,,,,,,,13,108.8,25.,90.2,115.5,17.5,17.5,17.0,17.0,,17.5,,,,,,,,,,,,,13,101.4,28.,210.2,130,120
30.,20,VASSILIEV Dimitry,RUS,90.0,130.5,16.5,16.5,16.5,16.5,,15.5,,,,,,,,,,,,,13,113.7,12.,90.0,106.0,16.0,16.5,16.0,16.5,,17.0,,,,,,,,,,,,,13,83.8,30.,197.5,130,120
1.,37,SCHLIERENZAUER Gregor,AUT,94.3,133.0,19.0,19.0,19.0,19.0,,19.0,,,,,,,,,,,,,24,133.3,1.,94.8,137.5,19.0,19.0,19.0,19.5,,19.0,,,,,,,,,,,,,26,139.4,1.,272.7,140,125
2.,6,JACOBSEN Anders,NOR,94.4,131.5,18.0,18.5,18.0,17.0,,18.0,,,,,,,,,,,,,24,132.5,2.,94.1,139.0,19.0,16.5,17.5,16.5,,17.0,,,,,,,,,,,,,26,137.9,2.,270.4,140,125
3.,50,KRAFT Stefan,AUT,94.5,131.0,18.5,19.0,18.5,18.5,,19.0,,,,,,,,,,,,,24,131.8,3.,94.2,131.0,18.5,19.0,19.0,18.5,,19.0,,,,,,,,,,,,,26,129.5,4.,261.3,140,125
4.,2,STOCH Kamil,POL,93.8,131.0,17.5,17.5,18.0,18.5,,16.5,,,,,,,,,,,,,24,131.4,4.,93.9,131.5,18.0,18.5,18.5,18.5,,18.0,,,,,,,,,,,,,26,128.8,6.,260.2,140,125
5.,38,BARDAL Anders,NOR,94.7,130.0,18.0,18.5,18.5,18.5,,19.0,,,,,,,,,,,,,24,127.6,9.,95.1,130.0,18.5,18.5,19.0,18.5,,19.0,,,,,,,,,,,,,26,129.7,3.,257.3,140,125
6.,18,MORGENSTERN Thomas,AUT,94.0,132.0,18.5,18.5,19.0,19.0,,19.5,,,,,,,,,,,,,24,128.1,7.,94.8,127.0,18.0,18.0,18.5,18.0,,18.0,,,,,,,,,,,,,26,125.6,13.,253.7,140,125
7.,11,VASSILIEV Dimitry,RUS,94.4,132.0,17.0,17.0,18.0,17.5,,16.5,,,,,,,,,,,,,24,125.1,15.,94.6,130.5,17.5,17.5,18.0,18.0,,17.5,,,,,,,,,,,,,26,127.8,7.,252.9,140,125
8.,4,NEUMAYER Michael,GER,94.9,132.0,16.5,17.5,16.5,16.5,,15.0,,,,,,,,,,,,,24,127.4,10.,94.9,128.5,17.5,17.5,17.5,17.5,,16.5,,,,,,,,,,,,,26,124.1,16.,251.5,140,125
9.,3,HILDE Tom,NOR,94.4,126.5,18.0,18.0,18.0,18.0,,18.5,,,,,,,,,,,,,24,123.8,16.,94.3,131.0,16.5,17.0,17.5,17.0,,16.0,,,,,,,,,,,,,26,127.1,9.,250.9,140,125
10.,41,KOT Maciej,POL,94.0,132.0,18.5,18.5,18.5,19.0,,18.5,,,,,,,,,,,,,24,130.4,5.,94.2,126.0,18.0,18.0,18.5,18.0,,18.5,,,,,,,,,,,,,26,120.4,23.,250.8,140,125
11.,45,HVALA Jaka,SLO,93.7,128.5,18.5,18.0,18.0,18.5,,18.5,,,,,,,,,,,,,24,127.9,8.,94.1,127.0,18.0,17.5,18.0,18.0,,17.0,,,,,,,,,,,,,26,122.5,18.,250.4,140,125
12.,10,FREITAG Richard,GER,93.9,130.0,18.5,19.0,18.5,18.5,,19.0,,,,,,,,,,,,,24,127.2,11.,94.4,125.0,17.5,18.0,18.0,18.0,,18.0,,,,,,,,,,,,,26,120.9,22.,248.1,140,125
13.,9,KOFLER Andreas,AUT,94.4,128.5,18.0,18.5,18.0,18.5,,18.5,,,,,,,,,,,,,24,125.8,14.,94.6,126.0,17.5,17.0,17.5,18.0,,16.5,,,,,,,,,,,,,26,121.4,20.,247.2,140,125
14.,23,MATURA Jan,CZE,93.4,129.5,18.5,18.5,18.0,18.0,,19.5,,,,,,,,,,,,,24,126.2,12.,94.4,125.0,18.0,18.0,18.0,18.0,,18.5,,,,,,,,,,,,,26,120.0,24.,246.2,140,125
15.,19,PREVC Peter,SLO,94.2,127.5,18.5,18.0,18.0,18.0,,18.0,,,,,,,,,,,,,24,122.3,17.,94.9,130.0,17.0,16.0,16.5,17.0,,15.5,,,,,,,,,,,,,26,122.9,17.,245.2,140,125
16.,15,HAYBOECK Michael,AUT,94.4,127.5,17.5,18.0,18.0,18.5,,18.0,,,,,,,,,,,,,24,120.3,19.,95.5,127.5,18.0,18.0,18.0,18.5,,19.0,,,,,,,,,,,,,26,124.3,15.,244.6,140,125
17.,13,KOCH Martin,AUT,94.5,127.0,17.5,18.0,17.5,18.0,,17.0,,,,,,,,,,,,,24,118.1,23.,95.4,129.0,18.0,18.0,18.0,18.0,,18.0,,,,,,,,,,,,,26,125.9,12.,244.0,140,125
18.,1,LOITZL Wolfgang,AUT,94.8,130.0,18.0,18.5,18.5,19.0,,17.5,,,,,,,,,,,,,24,129.6,6.,95.1,123.0,18.0,18.0,18.0,18.0,,18.5,,,,,,,,,,,,,26,114.3,28.,243.9,140,125
19.,7,WELLINGER Andreas,GER,94.6,133.5,11.5,11.5,11.5,11.5,,9.0,,,,,,,,,,,,,24,114.2,27.,94.8,130.0,18.0,18.5,18.0,18.0,,17.0,,,,,,,,,,,,,26,129.0,5.,243.2,140,125
20.,44,ROSLIAKOV Ilja,RUS,94.7,124.5,17.5,18.0,18.0,18.0,,17.0,,,,,,,,,,,,,24,117.2,25.,95.1,128.5,18.0,18.0,18.0,18.0,,18.5,,,,,,,,,,,,,26,125.6,13.,242.8,140,125
21.,21,WANK Andreas,GER,94.7,124.5,18.0,18.0,18.0,18.0,,18.0,,,,,,,,,,,,,24,114.4,26.,95.4,129.5,18.5,18.0,18.0,18.5,,18.5,,,,,,,,,,,,,26,127.8,7.,242.2,140,125
22.,8,ZOGRAFSKI Vladimir,BUL,93.6,123.5,17.5,17.5,17.5,17.5,,17.5,,,,,,,,,,,,,24,114.2,27.,94.3,126.5,18.0,18.0,18.0,18.0,,18.5,,,,,,,,,,,,,26,126.4,10.,240.6,140,125
23.,16,KASAI Noriaki,JPN,93.9,123.0,17.0,17.5,17.5,17.5,,16.5,,,,,,,,,,,,,24,114.0,30.,95.1,127.0,17.5,18.0,18.0,17.5,,18.0,,,,,,,,,,,,,26,126.4,10.,240.4,140,125
24.,32,SCHMITT Martin,GER,94.1,127.0,18.0,18.0,18.0,18.0,,18.5,,,,,,,,,,,,,24,118.1,23.,94.9,126.0,18.0,18.0,18.0,18.0,,18.0,,,,,,,,,,,,,26,121.7,19.,239.8,140,125
25.,20,VELTA Rune,NOR,93.6,131.0,18.0,18.0,18.0,18.5,,18.5,,,,,,,,,,,,,24,126.0,13.,94.1,121.5,17.5,17.5,18.0,17.0,,17.0,,,,,,,,,,,,,26,112.0,30.,238.0,140,125
26.,36,FANNEMEL Anders,NOR,93.5,127.0,17.5,17.5,18.0,18.0,,17.5,,,,,,,,,,,,,24,119.1,21.,94.3,125.5,17.5,18.0,18.0,17.0,,17.0,,,,,,,,,,,,,26,118.7,25.,237.8,140,125
27.,14,KRANJEC Robert,SLO,94.0,127.5,17.5,17.5,18.0,18.0,,17.0,,,,,,,,,,,,,24,120.6,18.,94.5,123.5,18.0,18.0,18.0,17.5,,18.0,,,,,,,,,,,,,26,117.0,27.,237.6,140,125
28.,12,ASIKAINEN Lauri,FIN,93.8,124.0,17.5,18.0,17.5,18.0,,17.0,,,,,,,,,,,,,24,114.1,29.,94.3,124.5,17.5,17.5,18.0,17.5,,17.0,,,,,,,,,,,,,26,121.3,21.,235.4,140,125
29.,26,HULA Stefan,POL,93.2,127.0,18.0,18.0,18.0,18.0,,18.0,,,,,,,,,,,,,24,120.3,19.,93.7,122.0,17.5,17.0,17.5,17.5,,16.5,,,,,,,,,,,,,26,111.0,31.,231.3,140,125
30.,34,ZYLA Piotr,POL,92.8,127.0,17.5,18.0,17.5,18.0,,17.5,,,,,,,,,,,,,24,112.3,31.,94.5,124.5,17.5,17.5,18.0,17.5,,16.5,,,,,,,,,,,,,26,118.2,26.,230.5,140,125
31.,22,TEPES Jurij,SLO,94.6,125.5,18.0,18.0,18.0,18.0,,17.5,,,,,,,,,,,,,24,119.1,21.,94.9,118.5,17.0,17.5,17.5,17.0,,17.0,,,,,,,,,,,,,26,107.1,32.,226.2,140,125
32.,27,HLAVA Lukas,CZE,94.6,122.5,17.0,16.5,17.0,17.0,,16.5,,,,,,,,,,,,,24,110.3,32.,95.2,123.0,16.5,16.0,16.5,16.5,,15.5,,,,,,,,,,,,,26,112.7,29.,223.0,140,125
1.,49,BARDAL Anders,NOR,90.5,130.0,19.0,19.0,,18.5,,,,,,,,,,19.0,,,,18.5,11,138.9,1.,90.0,128.0,18.5,18.5,,18.5,,,,,,,,,,18.5,,,,18.5,12,125.5,1.,264.4,134,120
2.,44,FREITAG Richard,GER,89.3,131.0,17.5,18.0,,16.5,,,,,,,,,,16.5,,,,16.5,11,126.9,3.,89.6,126.5,18.0,19.0,,18.5,,,,,,,,,,18.0,,,,18.5,12,125.3,2.,252.2,134,120
3.,33,VELTA Rune,NOR,89.4,127.0,18.0,18.5,,18.0,,,,,,,,,,18.5,,,,18.5,11,130.6,2.,89.3,126.0,18.0,18.5,,18.5,,,,,,,,,,18.5,,,,18.5,12,120.4,8.,251.0,134,120
4.,26,KRANJEC Robert,SLO,89.9,129.5,18.5,18.5,,18.5,,,,,,,,,,18.5,,,,18.5,13,124.1,6.,89.7,127.0,18.5,18.5,,18.0,,,,,,,,,,18.5,,,,18.5,12,122.5,4.,246.6,134,120
5.,37,AMMANN Simon,SUI,89.1,125.5,17.5,17.5,,17.0,,,,,,,,,,17.5,,,,17.5,11,123.1,9.,89.4,124.5,18.5,18.5,,18.0,,,,,,,,,,18.5,,,,18.0,12,120.5,6.,243.6,134,120
6.,13,ZYLA Piotr,POL,89.6,125.0,18.5,18.5,,18.5,,,,,,,,,,18.5,,,,19.0,13,120.7,12.,89.5,123.0,18.0,18.0,,18.0,,,,,,,,,,18.0,,,,18.5,12,119.8,9.,240.5,134,120
7.,45,STOCH Kamil,POL,88.5,122.0,17.5,18.0,,18.0,,,,,,,,,,17.5,,,,18.0,11,118.8,15.,89.7,124.5,17.5,18.0,,18.5,,,,,,,,,,17.5,,,,18.0,12,119.5,10.,238.3,134,120
7.,38,VASSILIEV Dimitry,RUS,88.9,122.5,17.5,17.5,,17.5,,,,,,,,,,17.5,,,,17.5,11,114.3,21.,90.0,125.5,17.5,17.5,,17.5,,,,,,,,,,17.0,,,,17.5,12,124.0,3.,238.3,134,120
9.,36,FANNEMEL Anders,NOR,89.0,122.0,18.0,18.0,,18.0,,,,,,,,,,17.5,,,,18.0,11,121.0,11.,89.4,121.0,18.0,17.5,,18.0,,,,,,,,,,17.5,,,,18.0,12,117.1,12.,238.1,134,120
10.,43,HILDE Tom,NOR,89.0,121.0,18.0,18.5,,18.0,,,,,,,,,,17.5,,,,18.0,11,116.6,18.,89.4,126.0,17.5,17.5,,17.0,,,,,,,,,,17.0,,,,17.5,12,118.8,11.,235.4,134,120
11.,22,MATURA Jan,CZE,89.9,119.5,17.5,17.5,,17.5,,,,,,,,,,18.0,,,,18.0,13,112.8,25.,89.6,126.0,18.0,18.5,,18.0,,,,,,,,,,18.0,,,,18.5,12,121.9,5.,234.7,134,120
12.,39,LOITZL Wolfgang,AUT,89.9,117.5,17.5,17.5,,17.5,,,,,,,,,,17.0,,,,18.0,11,113.7,22.,90.4,125.5,18.0,18.5,,18.0,,,,,,,,,,18.0,,,,18.0,12,120.5,6.,234.2,134,120
13.,35,KOT Maciej,POL,89.3,117.5,17.5,17.5,,17.5,,,,,,,,,,17.5,,,,17.5,11,118.1,17.,89.7,125.0,18.0,18.5,,18.0,,,,,,,,,,18.0,,,,18.5,12,115.3,14.,233.4,134,120
14.,40,NEUMAYER Michael,GER,89.5,124.5,16.5,16.0,,16.5,,,,,,,,,,17.0,,,,16.5,11,118.5,16.,90.0,116.0,17.0,17.0,,17.0,,,,,,,,,,17.0,,,,17.0,12,113.5,17.,232.0,134,120
15.,48,JACOBSEN Anders,NOR,89.6,122.5,17.0,17.5,,17.5,,,,,,,,,,17.0,,,,17.5,11,115.2,20.,89.9,120.5,16.5,17.0,,17.0,,,,,,,,,,17.0,,,,17.5,12,114.5,16.,229.7,134,120
16.,19,ASIKAINEN Lauri,FIN,89.3,122.0,17.5,18.0,,18.0,,,,,,,,,,18.0,,,,18.0,13,113.4,23.,89.2,124.0,18.0,18.0,,17.5,,,,,,,,,,18.0,,,,18.0,12,116.0,13.,229.4,134,120
17.,47,KOFLER Andreas,AUT,89.7,125.0,17.5,17.5,,16.5,,,,,,,,,,18.0,,,,17.5,11,125.4,5.,90.4,117.5,18.0,17.5,,17.5,,,,,,,,,,17.5,,,,17.5,12,103.9,24.,229.3,134,120
18.,32,WANK Andreas,GER,89.7,127.0,18.5,17.5,,18.0,,,,,,,,,,18.0,,,,18.0,11,124.1,6.,89.6,119.0,17.5,17.5,,17.5,,,,,,,,,,17.5,,,,18.0,12,104.0,23.,228.1,134,120
19.,34,TAKEUCHI Taku,JPN,89.3,124.0,18.0,18.0,,18.5,,,,,,,,,,18.0,,,,18.0,11,121.4,10.,89.7,118.0,17.5,17.5,,17.5,,,,,,,,,,17.5,,,,17.5,12,106.4,21.,227.8,134,120
20.,42,HVALA Jaka,SLO,88.6,122.5,18.0,18.5,,18.0,,,,,,,,,,18.0,,,,18.0,11,119.5,13.,89.2,119.0,17.5,18.0,,17.5,,,,,,,,,,17.5,,,,17.5,12,108.1,20.,227.6,134,120
21.,15,KOUDELKA Roman,CZE,89.6,122.5,18.0,18.0,,18.5,,,,,,,,,,18.0,,,,18.5,13,119.2,14.,89.7,114.0,17.0,17.5,,17.5,,,,,,,,,,17.0,,,,17.5,12,105.4,22.,224.6,134,120
22.,21,STJERNEN Andreas,NOR,90.7,123.0,17.0,17.0,,17.5,,,,,,,,,,18.0,,,,17.5,13,110.6,27.,90.4,120.5,17.5,18.0,,18.0,,,,,,,,,,17.5,,,,18.0,12,113.2,18.,223.8,134,120
23.,46,MORGENSTERN Thomas,AUT,89.4,110.0,17.0,17.5,,17.0,,,,,,,,,,17.0,,,,17.0,11,108.4,29.,89.7,121.0,17.5,18.5,,18.0,,,,,,,,,,17.5,,,,18.5,12,114.6,15.,223.0,134,120
24.,11,JANDA Jakub,CZE,89.6,119.0,17.5,18.0,,18.0,,,,,,,,,,18.0,,,,18.5,13,110.2,28.,89.3,119.0,17.5,18.5,,18.0,,,,,,,,,,17.5,,,,18.0,12,111.3,19.,221.5,134,120
25.,29,KORNILOV Denis,RUS,90.4,130.5,18.0,18.0,,18.5,,,,,,,,,,18.5,,,,18.5,13,123.8,8.,89.6,112.0,17.5,17.5,,17.0,,,,,,,,,,17.0,,,,17.5,12,97.3,27.,221.1,134,120
26.,41,PREVC Peter,SLO,89.4,115.0,17.5,17.5,,17.5,,,,,,,,,,17.0,,,,17.5,11,112.8,25.,89.8,112.5,17.5,17.5,,17.0,,,,,,,,,,17.0,,,,17.5,12,103.9,24.,216.7,134,120
27.,14,HULA Stefan,POL,89.2,120.0,17.5,17.5,,18.0,,,,,,,,,,18.0,,,,18.0,13,112.9,24.,89.2,117.0,17.5,17.5,,17.5,,,,,,,,,,17.5,,,,17.5,12,101.9,26.,214.8,134,120
28.,25,KRAFT Stefan,AUT,90.0,126.0,17.5,17.5,,17.5,,,,,,,,,,17.5,,,,18.0,13,116.5,19.,89.4,107.0,16.5,17.0,,17.0,,,,,,,,,,16.5,,,,17.0,12,95.2,28.,211.7,134,120
29.,30,ZOGRAFSKI Vladimir,BUL,88.3,123.0,18.0,18.0,,18.0,,,,,,,,,,17.5,,,,18.0,11,126.2,4.,88.6,104.0,16.0,16.0,,16.0,,,,,,,,,,16.0,,,,16.0,12,79.7,30.,205.9,134,120
30.,12,PUNGERTAR Matjaz,SLO,90.2,120.0,17.5,17.0,,17.5,,,,,,,,,,17.5,,,,17.5,13,108.4,29.,89.9,110.5,17.0,16.5,,17.0,,,,,,,,,,17.0,,,,16.5,12,91.9,29.,200.3,134,120
1.,59,JACOBSEN Anders,NOR,91.3,128.5,18.5,18.5,,18.0,,,,,,,,,,18.5,,,,18.5,12,137.8,2.,91.7,131.5,17.0,17.0,,17.0,,,,,,,,,,17.5,,,,17.5,12,135.5,2.,273.3,134,120
2.,61,BARDAL Anders,NOR,92.0,132.5,18.5,19.0,,18.5,,,,,,,,,,19.0,,,,18.5,12,135.4,5.,92.4,132.0,18.0,19.0,,18.5,,,,,,,,,,18.5,,,,18.5,12,136.2,1.,271.6,134,120
3.,55,STOCH Kamil,POL,91.2,133.0,18.5,19.0,,18.5,,,,,,,,,,18.5,,,,18.5,12,141.2,1.,91.9,127.0,18.0,18.0,,18.5,,,,,,,,,,18.0,,,,18.5,12,127.5,9.,268.7,134,120
4.,57,FREITAG Richard,GER,91.6,130.0,18.0,18.0,,18.0,,,,,,,,,,17.5,,,,18.0,12,130.9,10.,90.8,127.5,18.0,18.5,,18.5,,,,,,,,,,18.5,,,,18.5,12,131.1,3.,262.0,134,120
5.,45,KOT Maciej,POL,90.2,129.0,18.5,19.0,,18.5,,,,,,,,,,18.5,,,,18.5,12,131.2,9.,91.8,128.5,18.0,18.0,,18.5,,,,,,,,,,18.0,,,,18.5,12,130.0,5.,261.2,134,120
6.,34,MATURA Jan,CZE,91.6,128.0,18.5,18.5,,18.5,,,,,,,,,,18.5,,,,18.5,12,128.4,16.,91.5,129.5,18.5,18.5,,19.0,,,,,,,,,,18.5,,,,18.5,12,130.4,4.,258.8,134,120
7.,44,TAKEUCHI Taku,JPN,91.1,130.0,18.5,18.5,,18.5,,,,,,,,,,19.0,,,,18.5,12,129.3,12.,91.9,127.0,18.0,18.0,,18.5,,,,,,,,,,18.5,,,,18.5,12,128.9,8.,258.2,134,120
8.,62,SCHLIERENZAUER Gregor,AUT,91.5,127.5,18.0,18.5,,18.5,,,,,,,,,,18.5,,,,18.5,12,128.5,15.,91.3,129.0,18.0,18.0,,18.5,,,,,,,,,,18.0,,,,18.5,12,129.3,7.,257.8,134,120
9.,52,HVALA Jaka,SLO,91.3,133.0,18.0,18.0,,18.0,,,,,,,,,,18.0,,,,18.0,12,137.2,3.,90.3,119.0,18.0,17.5,,18.0,,,,,,,,,,18.0,,,,18.0,12,117.5,19.,254.7,134,120
9.,38,TEPES Jurij,SLO,92.1,124.0,18.0,18.5,,18.0,,,,,,,,,,18.0,,,,18.5,12,125.2,17.,92.0,129.0,18.5,18.5,,18.5,,,,,,,,,,18.5,,,,19.0,12,129.5,6.,254.7,134,120
11.,50,PREVC Peter,SLO,91.1,129.0,18.5,18.5,,18.5,,,,,,,,,,18.5,,,,18.5,12,132.8,8.,91.2,122.0,18.0,17.5,,18.0,,,,,,,,,,17.5,,,,18.0,12,120.6,16.,253.4,134,120
11.,36,KRAFT Stefan,AUT,92.0,127.0,18.0,18.0,,18.0,,,,,,,,,,18.0,,,,18.0,12,128.8,13.,92.1,124.5,18.0,18.0,,18.5,,,,,,,,,,18.0,,,,18.5,12,124.6,10.,253.4,134,120
13.,53,HILDE Tom,NOR,91.6,129.5,18.0,18.5,,18.5,,,,,,,,,,18.5,,,,18.5,12,133.1,7.,91.6,124.5,17.5,17.0,,17.0,,,,,,,,,,17.0,,,,17.0,12,119.9,17.,253.0,134,120
14.,47,FANNEMEL Anders,NOR,91.5,133.0,18.5,18.0,,17.0,,,,,,,,,,18.0,,,,18.5,12,136.3,4.,90.7,120.5,17.5,17.0,,18.0,,,,,,,,,,17.5,,,,18.0,12,116.0,20.,252.3,134,120
15.,35,HAYBOECK Michael,AUT,91.9,127.0,18.0,18.0,,18.5,,,,,,,,,,18.5,,,,18.5,12,128.7,14.,91.5,125.0,18.0,18.0,,18.0,,,,,,,,,,18.0,,,,18.5,12,123.0,11.,251.7,134,120
16.,49,VASSILIEV Dimitry,RUS,91.6,132.0,17.5,18.0,,18.0,,,,,,,,,,18.0,,,,17.5,12,134.1,6.,92.0,122.0,17.5,17.5,,18.0,,,,,,,,,,17.5,,,,18.0,12,115.2,23.,249.3,134,120
17.,46,VELTA Rune,NOR,91.5,125.0,18.0,18.5,,18.5,,,,,,,,,,18.0,,,,18.5,12,124.9,19.,91.6,127.5,18.0,18.5,,18.5,,,,,,,,,,18.0,,,,18.5,12,122.7,12.,247.6,134,120
18.,32,ZYLA Piotr,POL,91.3,124.5,18.0,18.0,,18.5,,,,,,,,,,18.0,,,,18.5,12,125.2,17.,91.5,130.5,18.5,18.5,,18.5,,,,,,,,,,18.5,,,,18.5,12,121.3,15.,246.5,134,120
19.,39,ZOGRAFSKI Vladimir,BUL,90.0,123.0,18.0,18.5,,18.0,,,,,,,,,,18.0,,,,18.0,12,123.2,21.,90.7,128.0,18.0,18.5,,18.5,,,,,,,,,,18.0,,,,18.5,12,122.1,13.,245.3,134,120
20.,3,ZIOBRO Jan,POL,91.9,129.0,18.0,18.0,,18.5,,,,,,,,,,18.0,,,,18.5,12,130.1,11.,91.9,120.5,18.0,17.5,,18.0,,,,,,,,,,17.5,,,,17.5,12,113.8,25.,243.9,134,120
21.,24,HULA Stefan,POL,91.3,120.5,17.5,17.5,,18.0,,,,,,,,,,18.0,,,,18.0,12,119.8,27.,90.5,122.5,18.0,18.0,,18.5,,,,,,,,,,18.0,,,,18.5,11,121.8,14.,241.6,134,120
22.,60,FREUND Severin,GER,91.6,123.0,18.0,18.0,,18.0,,,,,,,,,,18.0,,,,18.0,12,120.4,26.,91.2,123.0,18.0,18.0,,18.5,,,,,,,,,,18.0,,,,18.5,11,118.8,18.,239.2,134,120
23.,4,ZNISZCZOL Aleksander,POL,91.7,125.5,18.0,18.0,,18.0,,,,,,,,,,18.0,,,,18.0,12,124.1,20.,91.5,123.0,18.0,17.5,,18.0,,,,,,,,,,17.5,,,,18.0,12,114.7,24.,238.8,134,120
24.,43,WANK Andreas,GER,91.8,123.0,18.0,18.0,,18.0,,,,,,,,,,18.0,,,,18.0,12,122.6,22.,91.7,120.0,18.0,18.0,,18.0,,,,,,,,,,18.0,,,,18.0,12,115.8,21.,238.4,134,120
25.,48,LOITZL Wolfgang,AUT,91.9,125.5,18.5,18.5,,18.5,,,,,,,,,,18.5,,,,19.0,12,120.9,24.,91.5,118.0,17.5,17.5,,18.0,,,,,,,,,,17.5,,,,18.0,11,115.3,22.,236.2,134,120
26.,51,AMMANN Simon,SUI,91.6,122.0,18.0,18.0,,18.0,,,,,,,,,,17.5,,,,18.0,12,121.7,23.,90.3,116.5,17.5,17.0,,17.0,,,,,,,,,,17.5,,,,17.5,11,111.4,26.,233.1,134,120
27.,54,MORGENSTERN Thomas,AUT,91.3,125.0,18.0,18.0,,18.0,,,,,,,,,,18.0,,,,18.0,12,120.7,25.,91.2,114.5,17.5,18.0,,17.5,,,,,,,,,,17.0,,,,17.5,11,110.7,27.,231.4,134,120
28.,22,ROMASHOV Alexey,RUS,91.3,120.0,17.5,17.5,,18.0,,,,,,,,,,17.5,,,,18.0,12,119.4,30.,90.0,117.5,17.5,17.5,,18.0,,,,,,,,,,17.5,,,,17.5,11,107.1,28.,226.5,134,120
29.,25,MIETUS Krzysztof,POL,91.5,120.0,17.5,17.5,,18.0,,,,,,,,,,17.5,,,,18.0,12,119.5,29.,89.4,114.0,17.0,17.0,,17.5,,,,,,,,,,17.0,,,,17.0,11,104.0,29.,223.5,134,120
30.,29,COLLOREDO Sebastian,ITA,91.6,122.0,18.0,18.0,,18.0,,,,,,,,,,18.0,,,,18.0,12,119.7,28.,90.8,116.0,17.5,17.5,,17.5,,,,,,,,,,17.5,,,,17.5,11,103.2,30.,222.9,134,120
1.,38,MATURA Jan,CZE,88.8,132.0,,,18.5,18.5,18.5,18.5,,,,,,,,,,,,17.5,14,128.7,1.,88.3,135.0,,,18.0,18.5,18.0,18.5,,,,,,,,,,,,17.0,14,120.8,6.,249.5,134,120
2.,49,HILDE Tom,NOR,88.6,136.0,,,18.5,17.0,19.0,18.0,,,,,,,,,,,,18.5,14,125.7,3.,88.8,139.0,,,18.5,16.5,18.0,17.5,,,,,,,,,,,,18.0,14,123.1,3.,248.8,134,120
3.,41,KRANJEC Robert,SLO,88.8,137.0,,,19.0,18.5,18.5,18.5,,,,,,,,,,,,17.5,14,127.1,2.,88.5,130.5,,,18.0,18.5,18.5,18.0,,,,,,,,,,,,18.5,14,117.3,8.,244.4,134,120
4.,54,BARDAL Anders,NOR,89.1,138.0,,,18.5,17.0,16.5,16.5,,,,,,,,,,,,19.0,14,125.0,4.,89.1,130.0,,,18.0,18.0,18.0,18.5,,,,,,,,,,,,18.5,14,117.3,8.,242.3,134,120
5.,47,VASSILIEV Dimitry,RUS,88.4,126.5,,,17.5,18.0,17.5,17.0,,,,,,,,,,,,17.0,14,114.2,12.,88.9,131.0,,,18.5,18.0,18.5,18.0,,,,,,,,,,,,18.5,14,121.6,4.,235.8,134,120
6.,12,ITO Daiki,JPN,88.6,127.0,,,18.0,18.5,18.0,18.0,,,,,,,,,,,,18.0,14,111.2,14.,88.7,135.5,,,18.0,18.0,18.0,18.5,,,,,,,,,,,,17.5,14,124.2,1.,235.4,134,120
7.,52,FREUND Severin,GER,88.9,128.0,,,18.0,18.5,18.0,18.0,,,,,,,,,,,,18.0,14,114.1,13.,88.7,130.5,,,19.0,19.0,18.5,18.5,,,,,,,,,,,,18.0,14,121.0,5.,235.1,134,120
8.,45,NEUMAYER Michael,GER,89.1,130.0,,,18.0,17.5,17.5,17.0,,,,,,,,,,,,17.0,14,117.5,6.,89.1,128.5,,,17.5,17.5,17.5,17.0,,,,,,,,,,,,17.5,14,117.4,7.,234.9,134,120
9.,50,STOCH Kamil,POL,88.1,127.5,,,18.5,18.5,18.5,18.0,,,,,,,,,,,,18.0,14,116.0,10.,88.3,129.0,,,18.0,18.0,18.5,18.5,,,,,,,,,,,,18.0,14,117.1,10.,233.1,134,120
10.,44,KOT Maciej,POL,88.4,121.0,,,17.5,18.0,17.5,17.5,,,,,,,,,,,,17.5,14,108.2,19.,88.5,138.0,,,18.0,17.0,18.0,18.5,,,,,,,,,,,,17.5,14,123.6,2.,231.8,134,120
11.,37,KASAI Noriaki,JPN,89.0,127.5,,,18.5,18.5,18.0,18.0,,,,,,,,,,,,18.0,14,115.8,11.,88.6,123.5,,,18.0,18.0,18.0,17.5,,,,,,,,,,,,17.5,14,109.3,14.,225.1,134,120
12.,39,TEPES Jurij,SLO,89.2,133.5,,,18.5,18.5,18.0,18.5,,,,,,,,,,,,17.5,14,124.2,5.,88.6,119.5,,,17.0,17.5,17.0,17.0,,,,,,,,,,,,17.0,14,100.4,21.,224.6,134,120
